GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
42001,2000,Adams County,Pennsylvania,91292,7.12,7791,23.15,509,42704,110100,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,412,190,2.44,5.29,0,0,0
42001,2001,Adams County,Pennsylvania,91292,7.12,7877,23.15,509,42704,110100,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,395,198,2.51,5.01,0,0,0
42001,2002,Adams County,Pennsylvania,91292,7.12,7962,23.15,509,42704,110100,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,348,206,2.59,4.37,0,0,0
42001,2003,Adams County,Pennsylvania,91292,7.12,8047,23.15,509,42704,110100,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,398,225,2.8,4.95,0,0,0
42001,2004,Adams County,Pennsylvania,91292,7.12,8133,23.15,509,42704,110100,22.1,93.72,1.15,3.64,0.18,0.49,0.02,0.72,0.09,375,199,2.45,4.61,0,0,0
42001,2005,Adams County,Pennsylvania,101011,4.87,8218,22.73,690,54899,190900,26.2,90.78,1.6,5.6,0.13,0.69,0,0.96,0.24,440,228,2.77,5.35,0,0,0
42001,2006,Adams County,Pennsylvania,101011,4.87,8304,22.73,690,54899,190900,26.2,90.78,1.6,5.6,0.13,0.69,0,0.96,0.24,442,284,3.42,5.32,0,0,0
42001,2007,Adams County,Pennsylvania,101011,4.87,8389,22.73,690,54899,190900,26.2,90.78,1.6,5.6,0.13,0.69,0,0.96,0.24,419,274,3.27,4.99,0,1,1
42001,2008,Adams County,Pennsylvania,101011,4.87,8474,22.73,690,54899,190900,26.2,90.78,1.6,5.6,0.13,0.69,0,0.96,0.24,391,231,2.73,4.61,0,1,1
42001,2009,Adams County,Pennsylvania,101011,4.87,8560,22.73,690,54899,190900,26.2,90.78,1.6,5.6,0.13,0.69,0,0.96,0.24,363,165,1.93,4.24,0,0,1
42001,2010,Adams County,Pennsylvania,101407,5.56,8645,22.74,798,58465,204000,29.3,90.56,1.43,6.03,0.14,0.73,0.02,1.02,0.08,461,202,2.34,5.33,0,0,1
42001,2011,Adams County,Pennsylvania,101767,5.83,8795,22.67,838,60356,193100,30.4,89.85,1.48,6.5,0.09,0.73,0,1.32,0.03,443,181,2.06,5.04,0,0,1
42001,2012,Adams County,Pennsylvania,101767,5.83,8944,22.67,838,60356,193100,30.4,89.85,1.48,6.5,0.09,0.73,0,1.32,0.03,421,147,1.64,4.71,0,0,1
42001,2013,Adams County,Pennsylvania,101767,5.83,9094,22.67,838,60356,193100,30.4,89.85,1.48,6.5,0.09,0.73,0,1.32,0.03,514,171,1.88,5.65,0,0,1
42001,2014,Adams County,Pennsylvania,101767,5.83,9244,22.67,838,60356,193100,30.4,89.85,1.48,6.5,0.09,0.73,0,1.32,0.03,412,154,1.67,4.46,0,0,1
42001,2015,Adams County,Pennsylvania,101767,5.83,9393,22.67,838,60356,193100,30.4,89.85,1.48,6.5,0.09,0.73,0,1.32,0.03,381,155,1.65,4.06,0,0,1
42001,2016,Adams County,Pennsylvania,101767,5.83,9543,22.67,838,60356,193100,30.4,89.85,1.48,6.5,0.09,0.73,0,1.32,0.03,227,82,0.86,2.38,1,0,1
42003,2000,Allegheny County,Pennsylvania,1281666,11.19,177106,32.97,516,38329,84200,25.5,83.81,12.33,0.87,0.11,1.69,0.02,0.99,0.18,13413,6904,3.9,7.57,0,0,0
42003,2001,Allegheny County,Pennsylvania,1281666,11.19,178252,32.97,516,38329,84200,25.5,83.81,12.33,0.87,0.11,1.69,0.02,0.99,0.18,14642,7455,4.18,8.21,0,0,0
42003,2002,Allegheny County,Pennsylvania,1281666,11.19,179399,32.97,516,38329,84200,25.5,83.81,12.33,0.87,0.11,1.69,0.02,0.99,0.18,14595,7939,4.43,8.14,0,0,0
42003,2003,Allegheny County,Pennsylvania,1281666,11.19,180544,32.97,516,38329,84200,25.5,83.81,12.33,0.87,0.11,1.69,0.02,0.99,0.18,14645,8252,4.57,8.11,0,0,0
42003,2004,Allegheny County,Pennsylvania,1281666,11.19,181691,32.97,516,38329,84200,25.5,83.81,12.33,0.87,0.11,1.69,0.02,0.99,0.18,13671,7750,4.27,7.52,0,0,0
42003,2005,Allegheny County,Pennsylvania,1222473,8.71,182837,32.94,676,46641,110300,29,82.19,12.48,1.36,0.11,2.33,0.02,1.31,0.21,13577,7079,3.87,7.43,0,0,0
42003,2006,Allegheny County,Pennsylvania,1222473,8.71,183982,32.94,676,46641,110300,29,82.19,12.48,1.36,0.11,2.33,0.02,1.31,0.21,14126,9803,5.33,7.68,0,0,0
42003,2007,Allegheny County,Pennsylvania,1222473,8.71,185130,32.94,676,46641,110300,29,82.19,12.48,1.36,0.11,2.33,0.02,1.31,0.21,13003,3462,1.87,7.02,0,0,1
42003,2008,Allegheny County,Pennsylvania,1222473,8.71,186276,32.94,676,46641,110300,29,82.19,12.48,1.36,0.11,2.33,0.02,1.31,0.21,12657,3494,1.88,6.79,0,0,1
42003,2009,Allegheny County,Pennsylvania,1222473,8.71,187422,32.94,676,46641,110300,29,82.19,12.48,1.36,0.11,2.33,0.02,1.31,0.21,13551,3652,1.95,7.23,0,0,1
42003,2010,Allegheny County,Pennsylvania,1223348,8.83,188569,35.31,735,50664,120300,28.8,80.62,13.08,1.56,0.12,2.77,0.02,1.66,0.17,14426,4177,2.22,7.65,0,0,1
42003,2011,Allegheny County,Pennsylvania,1231145,8.96,190998,35.17,780,53040,129600,28.6,79.61,12.86,1.83,0.1,3.26,0.02,2.15,0.16,13779,3986,2.09,7.21,0,0,1
42003,2012,Allegheny County,Pennsylvania,1231145,8.96,193427,35.17,780,53040,129600,28.6,79.61,12.86,1.83,0.1,3.26,0.02,2.15,0.16,14087,3934,2.03,7.28,0,0,1
42003,2013,Allegheny County,Pennsylvania,1231145,8.96,195858,35.17,780,53040,129600,28.6,79.61,12.86,1.83,0.1,3.26,0.02,2.15,0.16,14497,3653,1.87,7.4,0,0,1
42003,2014,Allegheny County,Pennsylvania,1231145,8.96,198289,35.17,780,53040,129600,28.6,79.61,12.86,1.83,0.1,3.26,0.02,2.15,0.16,13773,3435,1.73,6.95,0,0,1
42003,2015,Allegheny County,Pennsylvania,1231145,8.96,200718,35.17,780,53040,129600,28.6,79.61,12.86,1.83,0.1,3.26,0.02,2.15,0.16,13758,3598,1.79,6.85,0,0,1
42003,2016,Allegheny County,Pennsylvania,1231145,8.96,203148,35.17,780,53040,129600,28.6,79.61,12.86,1.83,0.1,3.26,0.02,2.15,0.16,9790,2484,1.22,4.82,1,0,1
42005,2000,Armstrong County,Pennsylvania,72392,11.66,6597,22.74,395,31557,64500,23.7,98.04,0.8,0.43,0.09,0.11,0.02,0.46,0.05,129,88,1.33,1.96,1,0,0
42005,2001,Armstrong County,Pennsylvania,72392,11.66,6642,22.74,395,31557,64500,23.7,98.04,0.8,0.43,0.09,0.11,0.02,0.46,0.05,124,77,1.16,1.87,0,0,0
42005,2002,Armstrong County,Pennsylvania,72392,11.66,6687,22.74,395,31557,64500,23.7,98.04,0.8,0.43,0.09,0.11,0.02,0.46,0.05,124,104,1.56,1.85,1,0,0
42005,2003,Armstrong County,Pennsylvania,72392,11.66,6731,22.74,395,31557,64500,23.7,98.04,0.8,0.43,0.09,0.11,0.02,0.46,0.05,135,80,1.19,2.01,0,0,0
42005,2004,Armstrong County,Pennsylvania,72392,11.66,6776,22.74,395,31557,64500,23.7,98.04,0.8,0.43,0.09,0.11,0.02,0.46,0.05,157,99,1.46,2.32,0,0,0
42005,2005,Armstrong County,Pennsylvania,68806,8.54,6821,23.54,529,41075,87300,26.5,97.69,0.89,0.6,0.1,0.19,0,0.52,0.01,162,89,1.3,2.38,0,0,0
42005,2006,Armstrong County,Pennsylvania,68806,8.54,6866,23.54,529,41075,87300,26.5,97.69,0.89,0.6,0.1,0.19,0,0.52,0.01,224,148,2.16,3.26,0,0,0
42005,2007,Armstrong County,Pennsylvania,68806,8.54,6911,23.54,529,41075,87300,26.5,97.69,0.89,0.6,0.1,0.19,0,0.52,0.01,,,,,0,0,1
42005,2008,Armstrong County,Pennsylvania,68806,8.54,6955,23.54,529,41075,87300,26.5,97.69,0.89,0.6,0.1,0.19,0,0.52,0.01,,,,,0,0,1
42005,2009,Armstrong County,Pennsylvania,68806,8.54,7000,23.54,529,41075,87300,26.5,97.69,0.89,0.6,0.1,0.19,0,0.52,0.01,,,,,0,0,1
42005,2010,Armstrong County,Pennsylvania,68941,8.96,7045,24.54,571,44478,92300,27.9,97.66,0.78,0.53,0.06,0.21,0.01,0.71,0.04,171,105,1.49,2.43,0,0,1
42005,2011,Armstrong County,Pennsylvania,67979,9.44,7124,24.94,607,44942,96000,24.8,97.39,0.94,0.65,0.02,0.19,0,0.81,0,184,103,1.45,2.58,0,0,1
42005,2012,Armstrong County,Pennsylvania,67979,9.44,7203,24.94,607,44942,96000,24.8,97.39,0.94,0.65,0.02,0.19,0,0.81,0,174,87,1.21,2.42,0,0,1
42005,2013,Armstrong County,Pennsylvania,67979,9.44,7282,24.94,607,44942,96000,24.8,97.39,0.94,0.65,0.02,0.19,0,0.81,0,163,92,1.26,2.24,0,0,1
42005,2014,Armstrong County,Pennsylvania,67979,9.44,7361,24.94,607,44942,96000,24.8,97.39,0.94,0.65,0.02,0.19,0,0.81,0,170,113,1.54,2.31,0,0,1
42005,2015,Armstrong County,Pennsylvania,67979,9.44,7440,24.94,607,44942,96000,24.8,97.39,0.94,0.65,0.02,0.19,0,0.81,0,166,119,1.6,2.23,0,0,1
42005,2016,Armstrong County,Pennsylvania,67979,9.44,7519,24.94,607,44942,96000,24.8,97.39,0.94,0.65,0.02,0.19,0,0.81,0,133,73,0.97,1.77,1,0,1
42007,2000,Beaver County,Pennsylvania,181412,9.36,18209,25.09,438,36995,85000,23.2,92.07,5.91,0.72,0.09,0.25,0.01,0.86,0.1,1227,606,3.33,6.74,0,0,0
42007,2001,Beaver County,Pennsylvania,181412,9.36,18293,25.09,438,36995,85000,23.2,92.07,5.91,0.72,0.09,0.25,0.01,0.86,0.1,1302,679,3.71,7.12,0,0,0
42007,2002,Beaver County,Pennsylvania,181412,9.36,18377,25.09,438,36995,85000,23.2,92.07,5.91,0.72,0.09,0.25,0.01,0.86,0.1,1167,637,3.47,6.35,1,0,0
42007,2003,Beaver County,Pennsylvania,181412,9.36,18461,25.09,438,36995,85000,23.2,92.07,5.91,0.72,0.09,0.25,0.01,0.86,0.1,1122,676,3.66,6.08,0,0,0
42007,2004,Beaver County,Pennsylvania,181412,9.36,18545,25.09,438,36995,85000,23.2,92.07,5.91,0.72,0.09,0.25,0.01,0.86,0.1,1113,672,3.62,6,0,0,0
42007,2005,Beaver County,Pennsylvania,173277,6.96,18629,24.07,571,45414,109700,27,91.32,5.74,1.02,0.14,0.32,0,1.4,0.05,1210,640,3.44,6.5,0,0,0
42007,2006,Beaver County,Pennsylvania,173277,6.96,18712,24.07,571,45414,109700,27,91.32,5.74,1.02,0.14,0.32,0,1.4,0.05,1189,891,4.76,6.35,0,0,0
42007,2007,Beaver County,Pennsylvania,173277,6.96,18796,24.07,571,45414,109700,27,91.32,5.74,1.02,0.14,0.32,0,1.4,0.05,1302,460,2.45,6.93,0,0,1
42007,2008,Beaver County,Pennsylvania,173277,6.96,18880,24.07,571,45414,109700,27,91.32,5.74,1.02,0.14,0.32,0,1.4,0.05,1261,630,3.34,6.68,0,0,1
42007,2009,Beaver County,Pennsylvania,173277,6.96,18964,24.07,571,45414,109700,27,91.32,5.74,1.02,0.14,0.32,0,1.4,0.05,1192,579,3.05,6.29,0,0,1
42007,2010,Beaver County,Pennsylvania,170539,8.96,19048,26.68,623,48311,114100,28.3,90.42,6.21,1.17,0.09,0.42,0.02,1.59,0.08,1201,494,2.59,6.31,0,0,1
42007,2011,Beaver County,Pennsylvania,169785,8.73,19286,27.03,645,50581,120100,28.2,89.96,5.96,1.38,0.04,0.57,0,1.99,0.09,1299,505,2.62,6.74,0,0,1
42007,2012,Beaver County,Pennsylvania,169785,8.73,19524,27.03,645,50581,120100,28.2,89.96,5.96,1.38,0.04,0.57,0,1.99,0.09,1352,559,2.86,6.92,0,0,1
42007,2013,Beaver County,Pennsylvania,169785,8.73,19763,27.03,645,50581,120100,28.2,89.96,5.96,1.38,0.04,0.57,0,1.99,0.09,1360,563,2.85,6.88,0,0,1
42007,2014,Beaver County,Pennsylvania,169785,8.73,20001,27.03,645,50581,120100,28.2,89.96,5.96,1.38,0.04,0.57,0,1.99,0.09,1380,548,2.74,6.9,0,0,1
42007,2015,Beaver County,Pennsylvania,169785,8.73,20239,27.03,645,50581,120100,28.2,89.96,5.96,1.38,0.04,0.57,0,1.99,0.09,1438,561,2.77,7.11,1,0,1
42007,2016,Beaver County,Pennsylvania,169785,8.73,20477,27.03,645,50581,120100,28.2,89.96,5.96,1.38,0.04,0.57,0,1.99,0.09,928,347,1.69,4.53,1,0,1
42009,2000,Bedford County,Pennsylvania,49984,10.25,3930,19.87,401,32731,80200,22.1,98.21,0.33,0.53,0.1,0.28,0.01,0.51,0.03,76,38,0.97,1.93,0,0,0
42009,2001,Bedford County,Pennsylvania,49984,10.25,3972,19.87,401,32731,80200,22.1,98.21,0.33,0.53,0.1,0.28,0.01,0.51,0.03,79,50,1.26,1.99,0,0,0
42009,2002,Bedford County,Pennsylvania,49984,10.25,4014,19.87,401,32731,80200,22.1,98.21,0.33,0.53,0.1,0.28,0.01,0.51,0.03,80,53,1.32,1.99,0,0,0
42009,2003,Bedford County,Pennsylvania,49984,10.25,4056,19.87,401,32731,80200,22.1,98.21,0.33,0.53,0.1,0.28,0.01,0.51,0.03,79,61,1.5,1.95,0,0,0
42009,2004,Bedford County,Pennsylvania,49984,10.25,4098,19.87,401,32731,80200,22.1,98.21,0.33,0.53,0.1,0.28,0.01,0.51,0.03,96,63,1.54,2.34,0,0,0
42009,2005,Bedford County,Pennsylvania,49648,9.66,4141,20.96,520,39827,110800,27.1,97.67,0.37,0.75,0.09,0.31,0.03,0.68,0.09,134,64,1.55,3.24,0,0,0
42009,2006,Bedford County,Pennsylvania,49648,9.66,4183,20.96,520,39827,110800,27.1,97.67,0.37,0.75,0.09,0.31,0.03,0.68,0.09,106,71,1.7,2.53,0,0,0
42009,2007,Bedford County,Pennsylvania,49648,9.66,4225,20.96,520,39827,110800,27.1,97.67,0.37,0.75,0.09,0.31,0.03,0.68,0.09,105,77,1.82,2.49,0,1,1
42009,2008,Bedford County,Pennsylvania,49648,9.66,4267,20.96,520,39827,110800,27.1,97.67,0.37,0.75,0.09,0.31,0.03,0.68,0.09,106,82,1.92,2.48,0,1,1
42009,2009,Bedford County,Pennsylvania,49648,9.66,4309,20.96,520,39827,110800,27.1,97.67,0.37,0.75,0.09,0.31,0.03,0.68,0.09,100,77,1.79,2.32,0,0,1
42009,2010,Bedford County,Pennsylvania,49762,9.05,4351,21.5,578,41512,118800,28.5,97.53,0.47,0.9,0.11,0.2,0.01,0.71,0.05,107,76,1.75,2.46,0,0,1
42009,2011,Bedford County,Pennsylvania,49086,10.44,4419,20.35,630,45930,122700,29.1,97.1,0.5,1.05,0.2,0.23,0,0.86,0.06,107,75,1.7,2.42,0,0,1
42009,2012,Bedford County,Pennsylvania,49086,10.44,4487,20.35,630,45930,122700,29.1,97.1,0.5,1.05,0.2,0.23,0,0.86,0.06,115,50,1.11,2.56,0,0,1
42009,2013,Bedford County,Pennsylvania,49086,10.44,4556,20.35,630,45930,122700,29.1,97.1,0.5,1.05,0.2,0.23,0,0.86,0.06,116,67,1.47,2.55,0,0,1
42009,2014,Bedford County,Pennsylvania,49086,10.44,4624,20.35,630,45930,122700,29.1,97.1,0.5,1.05,0.2,0.23,0,0.86,0.06,119,54,1.17,2.57,0,0,1
42009,2015,Bedford County,Pennsylvania,49086,10.44,4692,20.35,630,45930,122700,29.1,97.1,0.5,1.05,0.2,0.23,0,0.86,0.06,136,47,1,2.9,0,0,1
42009,2016,Bedford County,Pennsylvania,49086,10.44,4760,20.35,630,45930,122700,29.1,97.1,0.5,1.05,0.2,0.23,0,0.86,0.06,87,37,0.78,1.83,0,0,1
42011,2000,Berks County,Pennsylvania,373638,9.43,36851,26.03,545,44714,104900,24.3,84.85,3.34,9.73,0.11,0.99,0.02,0.88,0.09,2316,1417,3.85,6.28,0,0,0
42011,2001,Berks County,Pennsylvania,373638,9.43,37536,26.03,545,44714,104900,24.3,84.85,3.34,9.73,0.11,0.99,0.02,0.88,0.09,2497,1596,4.25,6.65,0,0,0
42011,2002,Berks County,Pennsylvania,373638,9.43,38222,26.03,545,44714,104900,24.3,84.85,3.34,9.73,0.11,0.99,0.02,0.88,0.09,2588,1574,4.12,6.77,0,0,0
42011,2003,Berks County,Pennsylvania,373638,9.43,38907,26.03,545,44714,104900,24.3,84.85,3.34,9.73,0.11,0.99,0.02,0.88,0.09,2856,1559,4.01,7.34,0,0,0
42011,2004,Berks County,Pennsylvania,373638,9.43,39592,26.03,545,44714,104900,24.3,84.85,3.34,9.73,0.11,0.99,0.02,0.88,0.09,3244,1774,4.48,8.19,0,0,0
42011,2005,Berks County,Pennsylvania,401488,8.12,40277,25.86,718,54139,163700,28.6,79.94,3.86,13.72,0.09,1.19,0.02,1.01,0.17,3237,1555,3.86,8.04,0,0,0
42011,2006,Berks County,Pennsylvania,401488,8.12,40962,25.86,718,54139,163700,28.6,79.94,3.86,13.72,0.09,1.19,0.02,1.01,0.17,3210,1753,4.28,7.84,0,0,0
42011,2007,Berks County,Pennsylvania,401488,8.12,41647,25.86,718,54139,163700,28.6,79.94,3.86,13.72,0.09,1.19,0.02,1.01,0.17,2944,1995,4.79,7.07,1,0,1
42011,2008,Berks County,Pennsylvania,401488,8.12,42333,25.86,718,54139,163700,28.6,79.94,3.86,13.72,0.09,1.19,0.02,1.01,0.17,3387,2089,4.93,8,0,0,1
42011,2009,Berks County,Pennsylvania,401488,8.12,43018,25.86,718,54139,163700,28.6,79.94,3.86,13.72,0.09,1.19,0.02,1.01,0.17,3590,1932,4.49,8.35,0,0,1
42011,2010,Berks County,Pennsylvania,411442,9.92,43703,28.31,812,55021,173400,31.2,76.9,4.01,16.37,0.13,1.27,0.01,1.2,0.09,3784,1916,4.38,8.66,0,0,1
42011,2011,Berks County,Pennsylvania,413965,10.25,44349,28.11,851,55936,168200,32,74.69,4.11,18.22,0.07,1.38,0.01,1.36,0.16,4335,2060,4.65,9.77,0,0,1
42011,2012,Berks County,Pennsylvania,413965,10.25,44994,28.11,851,55936,168200,32,74.69,4.11,18.22,0.07,1.38,0.01,1.36,0.16,4152,1942,4.32,9.23,0,0,1
42011,2013,Berks County,Pennsylvania,413965,10.25,45640,28.11,851,55936,168200,32,74.69,4.11,18.22,0.07,1.38,0.01,1.36,0.16,4456,2025,4.44,9.76,0,0,1
42011,2014,Berks County,Pennsylvania,413965,10.25,46286,28.11,851,55936,168200,32,74.69,4.11,18.22,0.07,1.38,0.01,1.36,0.16,4638,2173,4.69,10.02,0,0,1
42011,2015,Berks County,Pennsylvania,413965,10.25,46931,28.11,851,55936,168200,32,74.69,4.11,18.22,0.07,1.38,0.01,1.36,0.16,4698,2208,4.7,10.01,0,0,1
42011,2016,Berks County,Pennsylvania,413965,10.25,47577,28.11,851,55936,168200,32,74.69,4.11,18.22,0.07,1.38,0.01,1.36,0.16,3218,1535,3.23,6.76,1,0,1
42013,2000,Blair County,Pennsylvania,129144,12.64,13961,27.11,411,32861,73600,25.7,97.29,1.16,0.51,0.08,0.36,0.01,0.55,0.04,418,250,1.79,2.99,0,0,0
42013,2001,Blair County,Pennsylvania,129144,12.64,14115,27.11,411,32861,73600,25.7,97.29,1.16,0.51,0.08,0.36,0.01,0.55,0.04,469,306,2.17,3.32,0,0,0
42013,2002,Blair County,Pennsylvania,129144,12.64,14270,27.11,411,32861,73600,25.7,97.29,1.16,0.51,0.08,0.36,0.01,0.55,0.04,510,355,2.49,3.57,0,0,0
42013,2003,Blair County,Pennsylvania,129144,12.64,14424,27.11,411,32861,73600,25.7,97.29,1.16,0.51,0.08,0.36,0.01,0.55,0.04,537,322,2.23,3.72,0,0,0
42013,2004,Blair County,Pennsylvania,129144,12.64,14579,27.11,411,32861,73600,25.7,97.29,1.16,0.51,0.08,0.36,0.01,0.55,0.04,494,311,2.13,3.39,0,0,0
42013,2005,Blair County,Pennsylvania,125984,9.88,14733,27.24,533,40673,94600,28.5,96.43,1.44,0.73,0.04,0.52,0.01,0.81,0.02,493,276,1.87,3.35,0,0,0
42013,2006,Blair County,Pennsylvania,125984,9.88,14888,27.24,533,40673,94600,28.5,96.43,1.44,0.73,0.04,0.52,0.01,0.81,0.02,569,395,2.65,3.82,0,0,0
42013,2007,Blair County,Pennsylvania,125984,9.88,15042,27.24,533,40673,94600,28.5,96.43,1.44,0.73,0.04,0.52,0.01,0.81,0.02,461,297,1.97,3.06,1,0,1
42013,2008,Blair County,Pennsylvania,125984,9.88,15197,27.24,533,40673,94600,28.5,96.43,1.44,0.73,0.04,0.52,0.01,0.81,0.02,489,277,1.82,3.22,0,0,1
42013,2009,Blair County,Pennsylvania,125984,9.88,15351,27.24,533,40673,94600,28.5,96.43,1.44,0.73,0.04,0.52,0.01,0.81,0.02,584,274,1.78,3.8,0,0,1
42013,2010,Blair County,Pennsylvania,127089,9.44,15506,29.73,597,42687,103700,29.2,95.6,1.61,0.97,0.1,0.54,0.02,1.12,0.04,535,219,1.41,3.45,0,0,1
42013,2011,Blair County,Pennsylvania,126448,10,15679,28.25,638,43981,110600,29.4,95.1,1.58,1.11,0.04,0.67,0,1.48,0.01,627,179,1.14,4,0,0,1
42013,2012,Blair County,Pennsylvania,126448,10,15853,28.25,638,43981,110600,29.4,95.1,1.58,1.11,0.04,0.67,0,1.48,0.01,564,160,1.01,3.56,0,0,1
42013,2013,Blair County,Pennsylvania,126448,10,16026,28.25,638,43981,110600,29.4,95.1,1.58,1.11,0.04,0.67,0,1.48,0.01,579,170,1.06,3.61,0,0,1
42013,2014,Blair County,Pennsylvania,126448,10,16199,28.25,638,43981,110600,29.4,95.1,1.58,1.11,0.04,0.67,0,1.48,0.01,587,186,1.15,3.62,0,0,1
42013,2015,Blair County,Pennsylvania,126448,10,16373,28.25,638,43981,110600,29.4,95.1,1.58,1.11,0.04,0.67,0,1.48,0.01,558,168,1.03,3.41,0,0,1
42013,2016,Blair County,Pennsylvania,126448,10,16546,28.25,638,43981,110600,29.4,95.1,1.58,1.11,0.04,0.67,0,1.48,0.01,524,174,1.05,3.17,1,0,1
42015,2000,Bradford County,Pennsylvania,62761,11.84,5998,24.53,414,35038,73900,23.8,97.54,0.4,0.63,0.3,0.45,0,0.63,0.05,151,84,1.4,2.52,0,0,0
42015,2001,Bradford County,Pennsylvania,62761,11.84,6050,24.53,414,35038,73900,23.8,97.54,0.4,0.63,0.3,0.45,0,0.63,0.05,145,115,1.9,2.4,0,0,0
42015,2002,Bradford County,Pennsylvania,62761,11.84,6103,24.53,414,35038,73900,23.8,97.54,0.4,0.63,0.3,0.45,0,0.63,0.05,147,123,2.02,2.41,0,0,0
42015,2003,Bradford County,Pennsylvania,62761,11.84,6155,24.53,414,35038,73900,23.8,97.54,0.4,0.63,0.3,0.45,0,0.63,0.05,160,107,1.74,2.6,0,0,0
42015,2004,Bradford County,Pennsylvania,62761,11.84,6207,24.53,414,35038,73900,23.8,97.54,0.4,0.63,0.3,0.45,0,0.63,0.05,195,120,1.93,3.14,0,0,0
42015,2005,Bradford County,Pennsylvania,61375,11.2,6259,25.5,532,39242,97600,27,97.02,0.52,0.8,0.24,0.59,0.01,0.74,0.07,206,93,1.49,3.29,0,0,0
42015,2006,Bradford County,Pennsylvania,61375,11.2,6311,25.5,532,39242,97600,27,97.02,0.52,0.8,0.24,0.59,0.01,0.74,0.07,209,125,1.98,3.31,0,0,0
42015,2007,Bradford County,Pennsylvania,61375,11.2,6363,25.5,532,39242,97600,27,97.02,0.52,0.8,0.24,0.59,0.01,0.74,0.07,,,,,0,0,1
42015,2008,Bradford County,Pennsylvania,61375,11.2,6416,25.5,532,39242,97600,27,97.02,0.52,0.8,0.24,0.59,0.01,0.74,0.07,,,,,0,0,1
42015,2009,Bradford County,Pennsylvania,61375,11.2,6468,25.5,532,39242,97600,27,97.02,0.52,0.8,0.24,0.59,0.01,0.74,0.07,,,,,0,0,1
42015,2010,Bradford County,Pennsylvania,62622,9.9,6520,25.75,590,44650,114300,27.8,96.75,0.43,1.12,0.2,0.53,0.01,0.92,0.04,157,130,1.99,2.41,0,0,1
42015,2011,Bradford County,Pennsylvania,62228,9.08,6592,25.41,673,48987,135900,28.4,96.24,0.53,1.42,0.14,0.62,0.02,1,0.02,230,160,2.43,3.49,0,0,1
42015,2012,Bradford County,Pennsylvania,62228,9.08,6664,25.41,673,48987,135900,28.4,96.24,0.53,1.42,0.14,0.62,0.02,1,0.02,198,147,2.21,2.97,0,0,1
42015,2013,Bradford County,Pennsylvania,62228,9.08,6736,25.41,673,48987,135900,28.4,96.24,0.53,1.42,0.14,0.62,0.02,1,0.02,203,128,1.9,3.01,0,0,1
42015,2014,Bradford County,Pennsylvania,62228,9.08,6807,25.41,673,48987,135900,28.4,96.24,0.53,1.42,0.14,0.62,0.02,1,0.02,213,139,2.04,3.13,0,0,1
42015,2015,Bradford County,Pennsylvania,62228,9.08,6879,25.41,673,48987,135900,28.4,96.24,0.53,1.42,0.14,0.62,0.02,1,0.02,199,121,1.76,2.89,0,0,1
42015,2016,Bradford County,Pennsylvania,62228,9.08,6951,25.41,673,48987,135900,28.4,96.24,0.53,1.42,0.14,0.62,0.02,1,0.02,162,90,1.29,2.33,1,0,1
42017,2000,Bucks County,Pennsylvania,597635,4.51,49520,22.64,736,59727,163200,24.2,91.15,3.17,2.34,0.11,2.27,0.02,0.84,0.09,4505,1798,3.63,9.1,0,0,0
42017,2001,Bucks County,Pennsylvania,597635,4.51,49951,22.64,736,59727,163200,24.2,91.15,3.17,2.34,0.11,2.27,0.02,0.84,0.09,4403,1848,3.7,8.81,0,0,0
42017,2002,Bucks County,Pennsylvania,597635,4.51,50383,22.64,736,59727,163200,24.2,91.15,3.17,2.34,0.11,2.27,0.02,0.84,0.09,3931,1727,3.43,7.8,0,0,0
42017,2003,Bucks County,Pennsylvania,597635,4.51,50815,22.64,736,59727,163200,24.2,91.15,3.17,2.34,0.11,2.27,0.02,0.84,0.09,4372,1859,3.66,8.6,0,0,0
42017,2004,Bucks County,Pennsylvania,597635,4.51,51246,22.64,736,59727,163200,24.2,91.15,3.17,2.34,0.11,2.27,0.02,0.84,0.09,4396,1757,3.43,8.58,0,0,0
42017,2005,Bucks County,Pennsylvania,621241,3.27,51678,21.74,979,74111,318200,29.5,88.64,3.55,3.4,0.09,3.28,0.03,0.88,0.12,4464,1603,3.1,8.64,0,0,0
42017,2006,Bucks County,Pennsylvania,621241,3.27,52110,21.74,979,74111,318200,29.5,88.64,3.55,3.4,0.09,3.28,0.03,0.88,0.12,5125,2688,5.16,9.84,0,0,0
42017,2007,Bucks County,Pennsylvania,621241,3.27,52541,21.74,979,74111,318200,29.5,88.64,3.55,3.4,0.09,3.28,0.03,0.88,0.12,5314,2313,4.4,10.11,0,1,1
42017,2008,Bucks County,Pennsylvania,621241,3.27,52973,21.74,979,74111,318200,29.5,88.64,3.55,3.4,0.09,3.28,0.03,0.88,0.12,5478,1607,3.03,10.34,0,1,1
